rdk_points,high_difficulty_high_reward,20846,96691,NA,4,demographics,NA,NA,2586.9,NA,NA,NA,NA,NA,19474,0.8,0,0.2,0.5,NA,NA,NA,"{""Gender"":"""",""Age"":"""",""Hand"":""""}",834,1512,Fri Sep 02 2022 07:59:06 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,6,tryout_rdk,3,0,3431.6,NA,NA,NA,NA,NA,13556,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,8,rdk,NA,NA,1118.3,180,0.8,90,26565,1,14680,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,10,tryout_rdk,2,3,644.9,NA,NA,NA,NA,NA,15329,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,12,rdk,NA,NA,429.6,180,0,88,24797,NA,15762,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,14,rdk,NA,NA,153.1999999,0,0,88,24365,1,16422,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,16,tryout_rdk,1,1,488.1,NA,NA,NA,NA,NA,16913,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,18,rdk,NA,NA,305.1,0,0.5,88,23720,1,17221,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,20,tryout_rdk,0,2,628.5,NA,NA,NA,NA,NA,17853,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,22,rdk,NA,NA,24.20000005,180,0.2,88,22784,NA,17880,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,24,rdk,NA,NA,1210.6,180,0.2,90,22759,1,19597,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,30,practice_rdk,3,0,853.4,NA,NA,NA,NA,NA,25612,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,32,rdk,NA,NA,407.5,0,0.8,88,29144,1,26023,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
rdk_points,high_difficulty_high_reward,58635,96691,0,34,practice_rdk,2,3,459.3000001,NA,NA,NA,NA,NA,26485,0.2,0.5,0,0.8,NA,NA,NA,NA,834,1512,Tue Aug 23 2022 13:22:30 GMT+1000 (Australian Eastern Standard Time)
