rdk_reward_v2,high_difficulty_high_reward,21470,1024,0,36,practice_rdk,NA,NA,NA,NA,NA,NA,NA,NA,132459,0.5,0.8,0,0.2,NA,NA,NA,NA,952,2048,Mon Jul 18 2022 12:12:24 GMT+1000 (Australian Eastern Standard Time)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,NA,4,demographics,NA,NA,5504,NA,NA,NA,NA,NA,142563,0.2,0,0.5,0.8,NA,NA,NA,"{""Gender"":""female"",""Age"":""18""}",717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,12,tryout_rdk,2,1,6408,NA,NA,NA,NA,NA,256376,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,14,rdk,NA,NA,4872,180,0.5,90,23589,1,261258,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,16,tryout_rdk,3,0,3037,NA,NA,NA,NA,NA,264298,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,18,rdk,NA,NA,4001,180,0.8,90,15674,1,268304,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,20,tryout_rdk,0,2,1515,NA,NA,NA,NA,NA,269823,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,22,rdk,NA,NA,4459,180,0.2,90,10154,1,274286,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,24,tryout_rdk,1,3,1352,NA,NA,NA,NA,NA,275644,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,26,rdk,NA,NA,1746,180,0,88,4339,NA,277394,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,28,rdk,NA,NA,NA,0,0,NA,2591,NA,280520,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,NA,32,wordle_clues,NA,NA,155225,NA,NA,NA,NA,NA,443853,0.2,0,0.5,0.8,NA,"[""PACED"",""GREEK"",""ATOMS""]","[""MOTIF""]","{""wordle guess"":""muted""}",717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,NA,34,wordle_answer,NA,NA,7391,NA,NA,13,NA,NA,451247,0.2,0,0.5,0.8,4,"[""MOTIF"",""MUTED"","""",""""]",NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,38,practice_rdk,3,0,1647,NA,NA,NA,NA,NA,461994,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,40,rdk,NA,NA,2949,0,0.8,88,28352,1,464948,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,42,practice_rdk,2,1,1119,NA,NA,NA,NA,NA,466070,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,44,rdk,NA,NA,1180,180,0.5,90,24281,1,467255,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,46,practice_rdk,0,2,1057,NA,NA,NA,NA,NA,468317,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,48,rdk,NA,NA,1712,180,0.2,90,22039,1,470032,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,50,practice_rdk,1,3,977,NA,NA,NA,NA,NA,471011,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,0,52,rdk,NA,NA,1416,0,0,88,19349,1,472431,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,NA,56,wordle_clues,NA,NA,68691,NA,NA,NA,NA,NA,545286,0.2,0,0.5,0.8,NA,"[""DEALS"",""ENDED"",""MYTHS"",""SONGS""]","[""BOUGH""]","{""wordle guess"":""cough""}",717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,NA,58,wordle_answer,NA,NA,4167,NA,NA,13,NA,NA,549455,0.2,0,0.5,0.8,8,"[""BOUGH"",""COUGH"","""",""""]",NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
rdk_reward_v2,high_difficulty_high_reward,70287,32204,1,61,practice_rdk,3,0,1065,NA,NA,NA,NA,NA,551525,0.2,0,0.5,0.8,NA,NA,NA,NA,717,1440,Mon Jul 18 2022 13:47:46 GMT+1000 (AEST)
