84194,fixed_pixel,NA,4,demographics,NA,6814.84,NA,NA,NA,NA,NA,143899,2,1,3,4,"{""Gender"":""female"",""Age"":""18""}",24597
84194,fixed_pixel,0,9,practice_pix,1,4818.27,NA,NA,NA,NA,NA,198078,2,1,3,4,NA,24597
84194,fixed_pixel,0,11,subtask,NA,2599.13,light,1,z,NA,1,200684,2,1,3,4,NA,24597
84194,fixed_pixel,0,13,practice_pix,0,2112.575,NA,NA,NA,NA,NA,202801,2,1,3,4,NA,24597
84194,fixed_pixel,0,15,subtask,NA,3877.21,dark,2,x,NA,1,206682,2,1,3,4,NA,24597
84194,fixed_pixel,0,17,practice_pix,2,3142.795,NA,NA,NA,NA,NA,209830,2,1,3,4,NA,24597
84194,fixed_pixel,0,19,subtask,NA,683.815,light,3,z,NA,1,210518,2,1,3,4,NA,24597
84194,fixed_pixel,0,21,practice_pix,3,1521.685,NA,NA,NA,NA,NA,212044,2,1,3,4,NA,24597
84194,fixed_pixel,0,23,subtask,NA,1028.18,light,4,x,NA,0,213077,2,1,3,4,NA,24597
84194,fixed_pixel,0,25,subtask,NA,1804.37,light,4,z,NA,1,215387,2,1,3,4,NA,24597
84194,fixed_pixel,1,30,practice_pix,1,3776.06,NA,NA,NA,NA,NA,231083,2,1,3,4,NA,24597
84194,fixed_pixel,1,32,subtask,NA,646.8,light,1,z,NA,1,231736,2,1,3,4,NA,24597
84194,fixed_pixel,1,34,practice_pix,0,1869.13,NA,NA,NA,NA,NA,233610,2,1,3,4,NA,24597
84194,fixed_pixel,1,36,subtask,NA,679.21,light,2,z,NA,1,234293,2,1,3,4,NA,24597
84194,fixed_pixel,1,38,practice_pix,2,1412.15,NA,NA,NA,NA,NA,235709,2,1,3,4,NA,24597
84194,fixed_pixel,1,40,subtask,NA,689.34,light,3,x,NA,0,236402,2,1,3,4,NA,24597
84194,fixed_pixel,1,42,subtask,NA,732.18,light,3,z,NA,1,237638,2,1,3,4,NA,24597
84194,fixed_pixel,1,44,practice_pix,3,825.43,NA,NA,NA,NA,NA,238467,2,1,3,4,NA,24597
84194,fixed_pixel,1,46,subtask,NA,1003.185,dark,4,x,NA,1,239473,2,1,3,4,NA,24597
84194,fixed_pixel,2,51,practice_pix,1,1274.725,NA,NA,NA,NA,NA,244955,2,1,3,4,NA,24597
84194,fixed_pixel,2,53,subtask,NA,1408.515,light,1,z,NA,1,246367,2,1,3,4,NA,24597
84194,fixed_pixel,2,55,practice_pix,2,995.555,NA,NA,NA,NA,NA,247367,2,1,3,4,NA,24597
84194,fixed_pixel,2,57,subtask,NA,802.505,dark,3,x,NA,1,248172,2,1,3,4,NA,24597
84194,fixed_pixel,2,59,practice_pix,0,1091.18,NA,NA,NA,NA,NA,249267,2,1,3,4,NA,24597
84194,fixed_pixel,2,61,subtask,NA,652.71,light,2,z,NA,1,249923,2,1,3,4,NA,24597
84194,fixed_pixel,2,63,practice_pix,3,862.985,NA,NA,NA,NA,NA,250790,2,1,3,4,NA,24597
84194,fixed_pixel,2,65,subtask,NA,681.99,dark,4,x,NA,1,251476,2,1,3,4,NA,24597
84194,fixed_pixel,3,70,practice_pix,1,1033.345,NA,NA,NA,NA,NA,255522,2,1,3,4,NA,24597
84194,fixed_pixel,3,72,subtask,NA,956.065,light,1,z,NA,1,256481,2,1,3,4,NA,24597
84194,fixed_pixel,3,74,practice_pix,2,807.04,NA,NA,NA,NA,NA,257293,2,1,3,4,NA,24597
84194,fixed_pixel,3,76,subtask,NA,1338.96,light,3,z,NA,1,258636,2,1,3,4,NA,24597
84194,fixed_pixel,3,78,practice_pix,0,792.43,NA,NA,NA,NA,NA,259432,2,1,3,4,NA,24597
84194,fixed_pixel,3,80,subtask,NA,604.555,dark,2,x,NA,1,260039,2,1,3,4,NA,24597
84194,fixed_pixel,3,82,practice_pix,3,968.84,NA,NA,NA,NA,NA,261013,2,1,3,4,NA,24597
84194,fixed_pixel,3,84,subtask,NA,559.63,dark,4,x,NA,1,261576,2,1,3,4,NA,24597
84194,fixed_pixel,4,89,practice_pix,1,1017.815,NA,NA,NA,NA,NA,264724,2,1,3,4,NA,24597
84194,fixed_pixel,4,91,subtask,NA,909.55,dark,1,x,NA,1,265636,2,1,3,4,NA,24597
84194,fixed_pixel,4,93,practice_pix,2,713.2150001,NA,NA,NA,NA,NA,266354,2,1,3,4,NA,24597
84194,fixed_pixel,4,95,subtask,NA,492.33,dark,3,x,NA,1,266849,2,1,3,4,NA,24597
84194,fixed_pixel,4,97,practice_pix,0,628.685,NA,NA,NA,NA,NA,267482,2,1,3,4,NA,24597
84194,fixed_pixel,4,99,subtask,NA,462.47,light,2,z,NA,1,267947,2,1,3,4,NA,24597
84194,fixed_pixel,4,101,practice_pix,3,873.26,NA,NA,NA,NA,NA,268823,2,1,3,4,NA,24597
84194,fixed_pixel,4,103,subtask,NA,624.99,light,4,z,NA,1,269452,2,1,3,4,NA,24597
84194,fixed_pixel,5,108,practice_pix,1,793.6,NA,NA,NA,NA,NA,272881,2,1,3,4,NA,24597
84194,fixed_pixel,5,110,subtask,NA,504.635,light,1,z,NA,1,273388,2,1,3,4,NA,24597
84194,fixed_pixel,5,112,practice_pix,2,748.12,NA,NA,NA,NA,NA,274140,2,1,3,4,NA,24597
84194,fixed_pixel,5,114,subtask,NA,642.63,light,3,z,NA,1,274786,2,1,3,4,NA,24597
84194,fixed_pixel,5,116,practice_pix,0,766.41,NA,NA,NA,NA,NA,275556,2,1,3,4,NA,24597
84194,fixed_pixel,5,118,subtask,NA,627.195,dark,2,x,NA,1,276186,2,1,3,4,NA,24597
84194,fixed_pixel,5,120,practice_pix,3,813.65,NA,NA,NA,NA,NA,277005,2,1,3,4,NA,24597
84194,fixed_pixel,5,122,subtask,NA,698.82,light,4,z,NA,1,277707,2,1,3,4,NA,24597
84194,fixed_pixel,6,127,practice_pix,1,800.655,NA,NA,NA,NA,NA,280610,2,1,3,4,NA,24597
84194,fixed_pixel,6,129,subtask,NA,469.08,dark,1,x,NA,1,281082,2,1,3,4,NA,24597
84194,fixed_pixel,6,131,practice_pix,2,610.89,NA,NA,NA,NA,NA,281696,2,1,3,4,NA,24597
84194,fixed_pixel,6,133,subtask,NA,563.32,light,3,z,NA,1,282263,2,1,3,4,NA,24597
